,Unnamed: 0,file,start_time,end_time,participant,ground_truth,ground_truth_cleaned,Whisper_tiny,ground_truth_translated,Whisper_large_translated,WER,CER,BLEU,WordNet_first,WordNet_all,GloVe,Sent2Vec
53,2904,D0015_A,251.92,256.06,15.0,汽车电器工程师。,汽车电器工程师。,期存近期 Witness,Automotive Electrical Engineer.,Automobile Electrical Engineer,0.5,0.0967741935483871,0.5475182535069453,0.40260373155109996,0.35071459878807976,0.0,0.08126366138458252
54,6379,D0031_A,1322.27,1327.81,31.0,嗯/p我也有这想法吧但是我觉得。,嗯我也有这想法吧但是我觉得。,"你也有这想法吧,但是我觉得","Well, I also have this idea, but I think so.","I also have this idea, but I think",0.3076923076923077,0.22727272727272727,0.6872892787909722,0.3755796802015288,0.2939198956449057,0.9954606294631958,0.01811826229095459
55,3888,D0020_A,567.49,575.73,20.0,我到底是这个字是本身是有口吃呢？还是通过我自己的方式方法去把它隐藏掉了。,我到底是这个字是本身是有口吃呢？还是通过我自己的方式方法去把它隐藏掉了。,我到底是这个字是本身是有口试呢还是通过我自己的方式方法去把它影藏掉了,Am I inherently stammering with this character? Or did I hide it in my own way?,"Am I actually the one who inherently has a tone to this character, or did I hide it in my own way?",0.5555555555555556,0.4430379746835443,0.49956737735818885,0.32631774698118243,0.2535163024417773,0.9822568893432617,0.02747732400894165
56,1929,D0010_A,1392.77,1406.43,10.0,黑[黑黑]帮的老大，然后是怎/r么带[带/r]领自己的家[家]族呃/i变得强/r盛的。,黑帮的老大，然后是怎么带领自己的家族变得强盛的。,黑帮的老大然后是怎么带领自己的家族而变得强盛的,"The boss of the gang, and then how he led his family to become strong.",How did the gang leader then lead his own family to become powerful,0.6470588235294118,0.5142857142857142,0.34408936460194395,0.29874163665282066,0.2669795860122875,0.9755039215087891,0.04667961597442627
57,13877,D0064_A,1348.14,1359.78,64.0,这个字卡了，你不会有很[很很]明显的口吃现象，我就是想问一下你是怎么康复的或者是用什么方法，因为我刚才听[听]到了就[就就]几个还比较<overlap>那个。,这个字卡了，你不会有很明显的口吃现象，我就是想问一下你是怎么康复的或者是用什么方法，因为我刚才听到了就几个还比较<overlap>那个。,"这个字卡了,你不会很明显的口词。我觉得想问一下你是怎么康复的或者是用什么方法,因为我刚才听到就几个还比较大。","This card has jammed, you won't have a very obvious stuttering phenomenon, I just want to ask how did you recover or what method did you use, because I just heard a few that are still relatively <overlap> that one.","This word card, you won't have a very obvious speech issue, now I just want to ask you how you recovered or what methods you used because I just heard a few that are still relatively um.",0.375,0.26635514018691586,0.617091546323541,0.28528970410933147,0.25490262440407485,0.9969969987869263,0.03895455598831177
58,11594,D0054_A,1061.37,1063.55,54.0,嗯以上<overlap>就是我基本评价。,嗯以上<overlap>就是我基本评价。, led他日上ильS cyko集團評一下,"Well, the above<overlap>is my basic evaluation.",Then his this,1.0,0.8723404255319149,1.3143667522926797e-232,0.29999999999999993,0.35106064875295684,0.8857536911964417,0.10146397352218628
59,5445,D0027_A,2660.19,2670.39,27.0,该怎么样它[它它]现在这个牌已经这样了，已经马上三十岁了那[那]，已经这样了，那就得接受它，毕竟想办法让它变得更好让它。,该怎么样它现在这个牌已经这样了，已经马上三十岁了那，已经这样了，那就得接受它，毕竟想办法让它变得更好让它。,该怎么样 它现在这个排已经这样了已经马上三十多个已经这样了 那就得接受一下今天想办法让那变得更好 这样,"How should it be now that this brand is like this, it's already almost thirty years old, it's already like this, so you have to accept it, after all, try to make it better.","How should he, his current situation is already like this, he is almost thirty, since it is already like this, he has to accept him and find ways to make him better.",0.5909090909090909,0.43023255813953487,0.37281124898651136,0.2939454465966393,0.28059923767005934,0.9886565208435059,0.11333608627319336
60,2131,D0011_A,1057.98,1061.46,11.0,嗯/i/p，说其实觉得青岛不太好的。,，说其实觉得青岛不太好的。,说去实际上觉得清导不太好的,", saying that actually, Qingdao is not that good.",Saying actually feels Qingdao is not too good,0.5454545454545454,0.3673469387755102,0.3768577683867149,0.4363247863247864,0.4425390770845322,0.9317711591720581,0.024438202381134033
61,7933,D0037_A,1685.96,1695.05,37.0,就是每碰到一件事情都会/p[都/r会]有那种恐[恐恐/b]惧在。,就是每碰到一件事情都会有那种恐惧在。,就是每碰到一件事情都會有那種可能不放就在,"It's just that every time you encounter something, there will be that kind of fear.","It's just that every time you encounter something, there will be that kind of fear in it",0.10526315789473684,0.07228915662650602,0.8839279786546367,0.33588748766659077,0.28506855445120227,0.9988410472869873,0.008778631687164307
62,14132,D0066_A,349.69,360.13,66.0,比如说有一件事情就是我站岗嘛，我站岗的时候当有别人来的时候，然后我会大声的会喊。,比如说有一件事情就是我站岗嘛，我站岗的时候当有别人来的时候，然后我会大声的会喊。,比如說有一件事情就是我掌槓嘛我掌槓的時候當有別人來的時候然後我會大聲的會好,"For example, there is a thing that I am on duty, when I am on duty and someone comes, then I will shout loudly.","For example, there is a thing that when I am on duty and when someone else comes, then I will shout loudly.",0.25,0.21621621621621623,0.7768000734438161,0.3617847320228275,0.26886330049268603,0.9950198531150818,0.02928638458251953
63,4211,D0022_A,125.91,133.52,22.0,当时就是嗯/p/i可能就是因为广西吧，它本身它的发展其实没有那么好。,当时就是可能就是因为广西吧，它本身它的发展其实没有那么好。,但是就是可能就是因为广西巴他本身他的发展其实没有那么好,"At that time, it might have been because of Guangxi, its development was not that good in itself.","At that time, it might be because of Guanxi that his own development was actually not that good.",0.42857142857142855,0.3917525773195876,0.5824157517695683,0.3263203615938391,0.30236287488213326,0.9932609796524048,0.018079757690429688
64,9627,D0045_A,1421.27,1421.93,45.0,嗯。,嗯。,嗯,Hmm.,Hmm,0.5,0.25,6.702145341854094e-232,0.0,0.0,0.0,0.02609032392501831
65,3752,D0019_A,1269.06,1279.74,19.0,嗯/i因为成都是盆地，它气候比较湿润一些，可能长沙那边可能气候条件没有[没有]那个没有四川那么好，然后它的。,因为成都是盆地，它气候比较湿润一些，可能长沙那边可能气候条件没有那个没有四川那么好，然后它的。,因為程度是很低它氣候比較濕潤一些可能長大那邊可能氣候條件沒有沒有四川那麼好然後它的,"Because Chengdu is a basin, its climate is relatively humid, perhaps the climate conditions in Changsha may not be as good as those in Sichuan, and then its.","Because Chengdu is a basin, its climate is relatively humid. It's possible that the climate conditions in Changsha may not be as good as those in Sichuan, and then its...",0.21875,0.11464968152866242,0.825606023712898,0.31212509144526723,0.29819877651807836,0.9962944388389587,0.03354436159133911
66,39,D0001_A,687.6513178418804,704.63,1.0,呃/i/b正常人他[他]都会出现的，就有时候卡壳，是偶是[是]正常人也会出现的，所以呃/i我会。,正常人他都会出现的，就有时候卡壳，是偶是正常人也会出现的，所以我会。,正常人他会出现的有时候凯克是是正常人也会出现的所以我会,"It will appear in normal people, sometimes it gets stuck, it is normal for people to appear, so I will.","Normal people will sometimes encounter this, it is also something that normal people will encounter, so I will",0.6666666666666666,0.6699029126213593,0.38258027526751087,0.39028892297012036,0.3004248263412626,0.9873703718185425,0.060468316078186035
67,13640,D0063_A,1501.36,1512.23,63.0,像工业方面式垃圾，就是像他们做的都没有用的一些废[废]衣服啊，那个像[像]皮革啥全都能烧。基本上<overlap>咱们看到的东西大部分全都能烧。,像工业方面式垃圾，就是像他们做的都没有用的一些废衣服啊，那个像皮革啥全都能烧。基本上<overlap>咱们看到的东西大部分全都能烧。,小辰工业法们是拿几个之下他们做的都没有用的一些肺肺肺的像皮肌鸚啥权的能少基本上咱们看到我公平大本权的能少,"Industrial-style garbage, like the useless clothes they make, can all be burned, including leather and everything. Basically, <overlap> most of the things we see can be burned.","In terms of industry, garbage is like the useless stuff they make, like wasted clothes, that kind of leather and everything can basically be burned. Most of the things we see can all be burned.",0.5945945945945946,0.3977272727272727,0.5324821052981877,0.29699152305383064,0.28120848769267154,0.9930607080459595,0.04342597723007202
68,3387,D0017_A,737.75,749.61,17.0,我说实话我基本上旅游，要是[要是]要/r去外面基本上都是会有一些出差啊或者什么的<overlap>才去，然/r后我到那个地方之后就。,我说实话我基本上旅游，要是要去外面基本上都是会有一些出差啊或者什么的<overlap>才去，然后我到那个地方之后就。,我说实话我基本的考虑有要使用要去外面基本上都是会有一些出差或者什么的当然因为然后我到那地方之后就,"To tell the truth, I basically travel, if I have to go out, it is basically that there will be some business trips or something <overlap> before I go, and then after I get to that place.","To be honest, I basically travel, if I have to go out, I usually have some business trips or something, and then after I arrive at that place",0.4318181818181818,0.34946236559139787,0.525221526634621,0.31893440493027647,0.2769075231905022,0.9941442608833313,0.066739022731781
69,14836,D0069_A,958.3,968.26,69.0,所以感觉可能我自己的一个适应情况还好，就是跟我身边其他北[北北]方同学对气候的适应还好。,所以感觉可能我自己的一个适应情况还好，就是跟我身边其他北方同学对气候的适应还好。,所以感覺可能我自己的一個事情情況還好就是跟我身邊其他被被放同學對氣候的事情還好,"So I feel that my own adaptation situation is okay, that is, the adaptation to the climate of other northern classmates around me is okay.","So I feel that my own adaptation situation is okay, that is, the adaptation to the climate is okay with other northern classmates around me.",0.17857142857142858,0.13768115942028986,0.9032152065836621,0.33056569649259365,0.30958051385431273,0.9989835023880005,0.003761470317840576
70,8102,D0038_A,864.37,868.86,38.0,然后在地质条件这一片呢，还有很多什么，下面是什么层的什么层的。,然后在地质条件这一片呢，还有很多什么，下面是什么层的什么层的。,然后在第一支条件这一片还有很多什么下面是什么晨了什么晨的,"Then, in this area of geological conditions, there are still many things. What is below is layers of what.","And then in the low-value condition, there are still a lot of what is underneath is what layer",0.6521739130434783,0.5377358490566038,0.32604980411403195,0.2911445648252571,0.2780526654499873,0.98271644115448,0.06137967109680176
71,6179,D0030_A,1789.0,1793.42,30.0,有的[有的]，我[我/r]以前[我以前]那个。,有的，我以前那个。,有的有的我以前我以前那個,"Yes, the one I had before.","Some, some, that one I had before",0.625,0.4230769230769231,0.5202556880807584,0.36465423465423463,0.36236288565624764,0.9861871004104614,0.03295600414276123
72,12905,D0060_A,384.22,384.64,60.0,喂。,喂。,喂,Hello.,Hello,0.5,0.16666666666666666,6.702145341854094e-232,1.0,1.0,0.0,0.01792454719543457
73,4682,D0024_A,599.78,608.3,24.0,会告，它[它]会不停的告诉读者，就口吃这件事情不是错误，然后它只是一个就是。,会告，它会不停的告诉读者，就口吃这件事情不是错误，然后它只是一个就是。,他会不停的告诉读者口课间是听不是错误然后他只是一个就是,"It will tell, it will keep telling the reader, that stuttering is not a mistake, and then it is just one that is.",He will tell him he will keep telling the reader that the matter of breath is not a mistake and then he is just one is,0.4444444444444444,0.3008849557522124,0.5642629309124036,0.29044354695602215,0.24375706095463062,0.9912751913070679,0.03484022617340088
74,5306,D0027_A,656.71,667.78,27.0,然后等到我选专业的时候，嗯/i我爸我妈我家里的长辈都希望我[我]选一个超声啊，影像这样的就不太跟患者交流的，但是。,然后等到我选专业的时候，我爸我妈我家里的长辈都希望我选一个超声啊，影像这样的就不太跟患者交流的，但是。,然后等到我选专业的时候我爸我妈妈我家的长辈都希望我我选一个超生养像这样的这不太跟换着交流的但是,"Then when it came to the time for me to choose a major, my father, my mother, and the elders in my family all hoped that I would choose something like ultrasound, imaging, which doesn't involve too much interaction with patients, but.","Then when it was time for me to choose a major, my dad, my mom, and the elders in my family all hoped that I would choose something like ultrasound or imaging, where there is not much interaction with patients.",0.27450980392156865,0.18803418803418803,0.6909367071207081,0.25622480120315366,0.2533064725150186,0.996848464012146,0.014564096927642822
75,2099,D0011_A,783.95,789.6,11.0,这个时候我感觉就是，嗯/i/p，口吃的时候会比较多。,这个时候我感觉就是，，口吃的时候会比较多。,这个时候我感觉就是口池的时候会比较多,"At this moment, I feel that there will be more stammering.","At this time, I feel that there will be more times when I stutter.",0.38461538461538464,0.3793103448275862,0.6208142387916832,0.40285660566409226,0.2675155766493915,0.9916231632232666,0.023331940174102783
76,12883,D0060_A,203.93,215.0,60.0,然后第二呢就是[就是]当时就是不[不]得不跟病人接触的时候然后呢[然后呢]我也然后[然后]我/r也是尽量少说话或[或]者说就是说一些这种。,然后第二呢就是当时就是不得不跟病人接触的时候然后呢我也然后我也是尽量少说话或者说就是说一些这种。,第二就是当时就是不可能不能被人接受的时候然后我也是尽量少说话不想说就是说一些,"Then the second is when I had to interact with patients at that time, then I also try to talk as little as possible or say something like this.","Then the second is when I had to interact with the patient, and then I tried to speak as little as possible or just say some",0.41935483870967744,0.34265734265734266,0.6035730548937257,0.3317767632214004,0.27313604944050834,0.9949949979782104,0.033301591873168945
77,29,D0001_A,494.43,513.43,1.0,呃/i但是呢嗯/i不会说就抓着我的这个卡的问题，然后说哦不信任啊呃/i或者来质问呃/i这一种，就是我觉得家长的。,但是呢不会说就抓着我的这个卡的问题，然后说哦不信任啊或者来质问这一种，就是我觉得家长的。,但是不會說抓著我的這個塔的問題然後說不幸認或者來吃問的這種就是我覺得家長得,"But if you can't talk about the problem with my card, and then say, oh, don't trust it, or question it, I think it's the parents'.","But, if you can't speak, just hold onto my card issue, and then say you don't trust, or come to question, it's what I think of parents",0.5384615384615384,0.45384615384615384,0.5054009940733742,0.28077037075820865,0.2177768745373164,0.9942193031311035,0.009347856044769287
78,7833,D0037_A,598.07,606.05,37.0,然后我亲戚会[会]有人说这个情况，说你这个你要改等等等等等等的，然后其[其]他的人就是。,然后我亲戚会有人说这个情况，说你这个你要改等等等等等等的，然后其他的人就是。,我前期会坏有人说这个情况说你这个你要改等到到到到到到然后其他人是,"Then my relatives will have someone talk about this situation, saying that you have to change and so on and so forth, and then there are other people.","Then my relatives will have people saying this situation, saying you need to change and so on and so on and so on, then the other people are just",0.45161290322580644,0.30666666666666664,0.6310773436945604,0.3185801917380874,0.322581043586164,0.9967672824859619,0.02115875482559204
79,12442,D0058_A,313.74,323.37,58.0,然后/p[然后]我的爱好方面就是爱/r/b好一些。,然后我的爱好方面就是爱好一些。,然后然后我的阿浩方面就是阿浩一些,"Then in terms of my hobbies, they are just some hobbies.",Then then my number 2 aspect is some of number 2,0.8461538461538461,0.6607142857142857,4.864753490941131e-78,0.3600448843095901,0.29509664648049383,0.9364027976989746,0.07138198614120483
80,21655,P0019,2975.154,2975.894,19.0,恰恰。,恰恰。,下下,Just right.,Just right,0.3333333333333333,0.09090909090909091,8.751273976943354e-78,0.5833333333333334,0.3902536970235792,0.9179855585098267,0.012829780578613281
81,25564,P0031,2584.39,2586.39,31.0,自/p动搜台。,自动搜台。,字豆收台,Automatic channel search.,Automatic channel search,0.25,0.04,0.8187307530779819,0.5228475228475228,0.25676946657655875,0.9462136626243591,0.028693079948425293
82,31737,P0051,1794.768,1798.648,51.0,单曲循环歌曲月[月]圆人缺。,单曲循环歌曲月圆人缺。,但是形怀歌曲越越元人血,"Single cycle song, full moon missing person.",Single cycle song Missing person when the moon is full,0.7777777777777778,0.7045454545454546,0.3014335251508215,0.3365322468437398,0.2669647136725059,0.9779802560806274,0.01616603136062622
83,21021,P0018,2032.041,2033.571,18.0,香山公园。,香山公园。,向上公約,Fragrant Hills Park.,Xiangshan Park,0.75,0.65,4.1696290531635676e-155,0.5909090909090909,0.3911861656766197,0.0,0.13140416145324707
84,34544,P0061,2137.48,2141.66,61.0,走[走]西口每天放几[几]集。,走西口每天放几集。,走是口每天放進機機,How many episodes are released daily at Zouxi exit.,How many episodes are released daily at Zouxi Kou,0.2,0.09803921568627451,0.8817122476287481,0.3875648208001149,0.32273222808482543,0.9858056902885437,0.020198345184326172
85,28971,P0042,2299.881,2304.781,42.0,播放歌曲深秋[深/r秋]清风。,播放歌曲深秋清风。,播放歌曲深圳先修尽分,Play the song Autumn Breeze.,"Play the song ""Fairy Autumn Breeze""",0.5,0.2857142857142857,0.5633218717649502,0.3808496732026142,0.25417613701808184,0.9164415597915649,0.04521673917770386
86,29961,P0046,2466.055,2469.505,46.0,你好，米雅打开我的收藏。,你好，米雅打开我的收藏。,你好密亞打開我的收藏,"Hello, Mia open my collection.","Hello Mia, open my favorites",0.5714285714285714,0.4,0.45561621331146857,0.4718614718614718,0.36805398211423906,0.9645273089408875,0.02438253164291382
87,21758,P0019,3180.514,3182.284,19.0,你好，米雅，播放我们的旅行。,你好，米雅，播放我们的旅行。,"你好迷呀,播化我们的女型","Hello, Miya, play our journey.","Hello Miya, play our journey",0.25,0.06666666666666667,0.7398067488982616,0.5331465919701215,0.2660896128874102,0.9757564663887024,0.015462279319763184
88,32800,P0055,3077.41,3080.41,55.0,导航去杨屋中心市场。,导航去杨屋中心市场。,打航去羊屋中心市場,Navigate to Yang's Central Market.,Navigate to the Western House Central Market,0.5,0.47058823529411764,0.3867706276352344,0.31037147166558937,0.2293430753214811,0.8745403289794922,0.061459898948669434
89,27635,P0037,3115.845,3117.445,37.0,向右吹风。,向右吹风。,現在有嘗嘗,Blow wind to the right.,Drop down to the right,0.5,0.34782608695652173,0.5462757644646491,0.3005819286779039,0.27726384653838515,0.958395779132843,0.03519362211227417
90,25573,P0031,2624.69,2627.04,31.0,向/r右吹风。,向右吹风。,像右吹分,Blow to the right.,Blow wind to the right,0.4,0.3333333333333333,0.6389431042462724,0.4746588693957115,0.27569719944757276,0.9564260244369507,0.025492548942565918
91,26764,P0034,4019.76,4022.12,34.0,你好，米雅，找一首唐诗。,你好，米雅，找一首唐诗。,也好明显找一首唐師,"Hello, Miya, find a Tang poem.",Find a Tang poem for the number one folk feast,1.1111111111111112,1.2666666666666666,0.2680165156355778,0.354429555222899,0.2163043337826173,0.9260609149932861,0.02741140127182007
92,21482,P0019,2614.654,2618.734,19.0,你好，米雅，给我播放海底小纵队英语的故事。,你好，米雅，给我播放海底小纵队英语的故事。,你好明呀 给我播放海底小众对英语的故事,"Hello, Miya, play the story of the Octonauts in English for me.","Hello Mia, play the story of Octonauts in English for me.",0.2,0.09523809523809523,0.7386386986568069,0.41778383868167146,0.2545743352896197,0.9979166984558105,0.016495168209075928
93,15239,P0001,3292.649,3295.319,1.0,放/p克金属。,放克金属。,把你客金属,Funk metal.,Half gram of metal,1.3333333333333333,1.1818181818181819,6.968148412761692e-155,0.3693469785575048,0.27476191714775294,0.8978168368339539,0.07281428575515747
94,27872,P0038,2831.92,2834.0,38.0,导航去黄腾小区。,导航去黄腾小区。,打完具反腐小区,Navigate to Huangteng Community.,Navigation area floor community,1.0,0.46875,1.2778269941762074e-231,0.2795662670662671,0.24008085265395196,0.6966256499290466,0.2160027027130127
95,21015,P0018,2016.891,2018.501,18.0,西单大悦城。,西单大悦城。,西藏大約城,Xidan Joy City.,Xi Dang Great Leap Program,1.25,1.3333333333333333,1.2508498911928379e-231,0.2107661333764275,0.22471430375960608,0.0,0.036857008934020996
96,35214,P0062,3997.458,3999.428,62.0,航去西官浦。,航去西官浦。,讓去習慣婆,Flying to Xiguanpu.,Fly to Xiguanpu,0.5,0.21052631578947367,0.5475182535069453,0.08695652173913043,0.2570650333000583,0.944057285785675,0.06465792655944824
97,27653,P0037,3193.495,3197.165,37.0,我要去三圣乡高架草莓采摘园。,我要去三圣乡高架草莓采摘园。,我要去 snip摔我想架房,I want to go to the elevated strawberry picking garden in Sansheng Township.,I want to go to the San Sheng Xiang high-priced strawberry Cai Zhen Garden,0.7142857142857143,0.6052631578947368,0.45510305582622584,0.3112854667851228,0.2686095260404239,0.9439888000488281,0.00917971134185791
98,32370,P0054,2719.077,2722.347,54.0,播放开/r学了。,播放开学了。,播放開學了,"Play, school has started.",Play School Starts,0.8333333333333334,0.4,7.204611228887491e-232,0.6333333333333333,0.2531379009304866,0.0,0.14778655767440796
99,28846,P0042,1672.311,1675.551,42.0,设定三十二度。,设定三十二度。,設定32度,Set to thirty-two degrees.,Set to 32 degrees,0.5714285714285714,0.4230769230769231,0.31850355294022703,0.3715034965034965,0.2560055045498896,0.8745676279067993,0.0424538254737854
